student_name,email,course_id
Sarah Montoya,watsonkristina@gmail.com,LWSOC-UA
George James,lewisbryan@hotmail.com,URB-UY
James Hoffman,jamesbeard@hotmail.com,MHUM-UA
Patrick Rose,christopher79@gmail.com,GS-UY
Kimberly Miller,jennifer46@yahoo.com,TCS-UY
Jill Rogers,ndurham@hernandez-johnson.com,MG-UY
Jose Thompson,dawn44@johnson-coffey.com,CAM-UY
Mitchell Butler,sheilaortiz@gmail.com,SCA-UA
Jeffrey Rose,mercadobarbara@prince-sanders.net,EURO-UA
Rachel Howe,palmerjeremy@larsen.info,MD-UY
Benjamin Fisher,peggy31@garcia-moody.info,LA-UY
Debra Hubbard,dickersonmallory@ray.com,SEG-UY
James Martinez,anthony39@conrad.com,MUSIC-UA
Sheila Quinn,zguerrero@jones.com,LATC-UA
Donald Benitez DDS,christinegarcia@gibson.biz,CORE-UA
Tanya Jordan,pooletimothy@hotmail.com,PHYS-UA
Jill Landry,larsenlucas@walker.com,HBRJD-UA
Mrs. Tammy Martin,lcook@gmail.com,COLU-UA
Jessica Rios,ogardner@yahoo.com,FYSEM-UA
Jennifer Bates,davidsonjoseph@yahoo.com,NODEP-UA
Kenneth Harmon,brandonwilliams@gmail.com,MG-UY
Miguel Mckinney,donaldhall@yahoo.com,FINC-UB
Kathryn Mcgrath,suedavis@gmail.com,FYSEM-UA
Paul Huang,dbell@ward.com,BIOL-UA
Dr. Shannon Mcbride,stacy52@jones.com,RSK-UY
Angela Baker,devondavidson@vargas.com,TECH-UB
Lisa Mccoy,mary95@yahoo.com,COLU-UA
Ashley Branch,tracy63@hotmail.com,MGMT-UB
Kevin Cantrell,shawn14@hotmail.com,ANTH-UA
Christy Stein,townsendbriana@yahoo.com,FREN-UA
Scott Harris,aaron44@yahoo.com,MEDI-UA
Kristen Santiago,rthomas@yahoo.com,AE-UY
Angela Lane,pjohnson@gmail.com,STS-UY
Rachel Hill,pbrown@wilson.com,PSYCH-UA
Renee Mendoza,omeza@carter-banks.net,BTEP-UB
Taylor Blackburn,brookstamara@ritter-nixon.com,POL-UA
Eric Coleman,wilkinsonwilliam@yahoo.com,ECE-UY
Morgan Thomas,yangjonathon@hotmail.com,RELST-UA
Jennifer Larson,hannah36@cowan-parker.com,CFI-UA
Laura Miller,amy87@gmail.com,CFI-UA
Nancy Cooper,wyoung@manning.info,PHIL-UA
Joshua Cunningham,melanie34@hotmail.com,HEL-UA
Dennis Smith,znielsen@jackson.com,FREN-UA
Victoria Miller,dominguezkyle@gmail.com,SEG-UY
Eric Jones,josephhudson@cox-archer.info,CORE-UA
Brandon Harding,dixonrebecca@cummings.net,MA-UY
Luke Vargas,hubbardrobert@williams.org,CORE-UA
Sara Nelson,ogarner@hotmail.com,BMS-UY
Monica Turner,kwatkins@bryant.com,JOUR-UA
Donald Heath,william81@hotmail.com,NEURL-UA
Amy Garcia,riverarobert@gmail.com,DRLIT-UA
Penny Alvarado,rbrown@holt-solomon.com,SPAN-UA
Levi Edwards,phammisty@freeman.com,IRISH-UA
James Ellison,qmoore@stevens.org,ECON-UB
Brian Carroll,mcfarlandheidi@cisneros.info,MG-UY
Scott Carroll,ibarber@williams.biz,SOIM-UB
Kimberly Reese,johnharris@williams-stephens.org,AH-UY
Kelly Browning,wrandolph@melton.com,PORT-UA
John Shaffer,timothy01@garcia-pope.info,ACCT-UB
Michael Schmidt,markshannon@stanley-russell.net,FINC-UB
Julie Duncan,qtucker@stanley-joseph.com,ANTH-UA
Tanya Bailey,christian98@gmail.com,INTRL-UA
Stephen Ross,wrightvanessa@hotmail.com,ITAL-UA
Jacqueline Mann,garrettortiz@harrington.com,BIOL-UA
Ryan Kelly,stephaniemcbride@gmail.com,FIN-UY
Barbara Leonard,melanie12@yahoo.com,EG-UY
Robert Wilcox,cristina59@simmons.com,GERM-UA
Samantha Carr,emilylittle@hotmail.com,FYSEM-UA
Cristina Atkinson,johncampbell@woods.com,BSPA-UB
Jeffrey Sutton,dayamy@guerrero-tran.com,PHIL-UA
Kimberly Porter,allenspence@jones.com,CORE-UA
George May,elizabethrice@gmail.com,ME-UY
Kara Mason,jose36@yahoo.com,PHP-UY
Lindsay Taylor,juliamartinez@hotmail.com,CAMS-UA
Ann Robbins,walterdavis@yahoo.com,RSK-UY
Lindsey Howell,ian27@gmail.com,TCS-UY
Claudia Turner,burnettlisa@carter-vaughan.com,MEIS-UA
Laurie Rowe,rebecca61@gmail.com,INTRL-UA
Douglas Douglas,scottwright@gmail.com,BTEP-UB
Emily Walters,diane57@fuller-castro.net,HEL-UA
Austin Hudson,cindystevens@gmail.com,SEG-UY
Lauren Davis,hadams@hotmail.com,DRLIT-UA
David Coleman,fishernatasha@gmail.com,ENVST-UA
Theodore Kelley,dananelson@gmail.com,ANTH-UA
Shawn Webb,zwilson@yahoo.com,MHUM-UA
Mary Stanley,diana37@williams.info,BIOL-UA
Rebecca Robertson,patriciagriffin@yahoo.com,RUSSN-UA
Jessica Cook,ddean@gmail.com,BTEP-UB
Tracy Woodard,wcraig@hotmail.com,LWSOC-UA
Cynthia Holt,melissahart@mueller.com,RELST-UA
Jesse Mitchell,fdominguez@gmail.com,PL-UY
Stephen Moody,jasononeal@adams-mack.info,DM-UY
William Alexander,hammondshawn@williams.com,CHEM-UA
Tina Parker,tyrone08@keith-summers.com,CE-UY
Paige Skinner,russellvictoria@crawford-pierce.org,CM-UY
Heidi Solis,brittany89@yahoo.com,DM-UY
Renee Thompson,zwhite@hotmail.com,UGA-UY
Heather Knapp,mbaxter@hotmail.com,HU-UY
Michael Norton,alexmaxwell@hotmail.com,FIN-UY
Joan Mcdonald,john75@gmail.com,HBRJD-UA
Hannah Robbins,jhill@yahoo.com,MG-UY
Brooke Wilson,matthew19@yahoo.com,VIP-UY
Linda Smith,teresaharper@haynes.com,BIOL-UA
Juan Leonard,sherry42@haas.org,MULT-UB
Michael Russo,kingkelly@yahoo.com,CAMS-UA
Michael Williams,teresadavis@johnson.com,CM-UY
Drew Farley,barneschristopher@gmail.com,BSPA-UB
Steven Scott,gperry@yahoo.com,DRLIT-UA
Roger Williams,larrydelgado@hotmail.com,RELST-UA
Tara Munoz,zsanchez@serrano.com,ECE-UY
Natasha Wilson,moraleselizabeth@gmail.com,STS-UY
Meghan Brown,yjacobs@yahoo.com,MHUM-UA
Mark Martin,manuelgibson@hotmail.com,SPAN-UA
Andrew Lindsey,jenniferfuller@gmail.com,BSPA-UB
Alison Gutierrez,qpaul@harris-hill.com,CLASS-UA
Mindy Harrison,fthomas@gmail.com,ME-UY
Brian Smith,bshepard@hotmail.com,ROB-UY
Jerry Santos,ambercalderon@hotmail.com,COLIT-UA
Vickie Bishop,pblack@gmail.com,CLASS-UA
Rose Bond,efletcher@gmail.com,STAT-UB
Brent Jackson,abentley@miller-green.info,RELST-UA
Charles Weaver,lgrant@hotmail.com,LWSOC-UA
Tina Brown,barbarahenderson@hotmail.com,FIN-UY
Jennifer Price MD,lunamatthew@burns.com,PHIL-UA
Sarah Duke,pstrickland@hotmail.com,ENGL-UA
Antonio Wood,lawrencewilliam@preston.com,HEL-UA
Jennifer Baker,thomassmith@houston-hernandez.info,STS-UY
Pamela Smith,odavis@yahoo.com,CAM-UY
Patrick Patterson,anna98@hotmail.com,EURO-UA
Jessica Acosta,lbrown@gmail.com,DM-UY
Matthew Douglas,thomas48@hotmail.com,IRISH-UA
Colleen Padilla,esmith@becker.info,SEG-UY
Paula Henderson,kimberlymills@hotmail.com,VIP-UY
David Mann,christophermeza@hotmail.com,MUSIC-UA
David Owens,carlos17@waters-gonzalez.com,SOC-UA
Matthew Oconnell,mcclaingary@smith.com,CE-UY
Nathan Walker,flynnteresa@hernandez.info,ECON-UA
Sarah Mcdowell,feliciataylor@hotmail.com,EG-UY
Nathan Mcneil,amber35@gmail.com,EN-UY
Mr. Joseph Martinez,jaredevans@romero-preston.net,RSK-UY
Patrick Garcia,gmitchell@hotmail.com,CAMS-UA
Glenn Clark,brandy88@gmail.com,CBE-UY
Samuel Johnson,rachelgriffin@fisher-campbell.com,MATH-UA
Gina Park,gsandoval@garner.com,COLU-UA
John Hernandez,emilymartinez@hotmail.com,BIOL-UA
Sarah Parker,tony89@brown.net,DM-UY
Clinton Mathis,leonardmallory@yahoo.com,DM-UY
Adrian Meyer,derrick45@yahoo.com,RELST-UA
Dorothy Dougherty DDS,cynthialewis@yahoo.com,COLU-UA
Carol Manning,jenkinskimberly@yahoo.com,STAT-UB
Kathleen Lewis,zsharp@williams.org,CRWRI-UA
Juan Dunn,rodriguezanthony@ritter-kim.org,ECON-UB
Mark Bishop,carolbruce@gmail.com,DRLIT-UA
Daniel Hines,jonesrichard@rowland-cowan.com,URB-UY
Heidi Clements,tuckerebony@carlson.org,CS-UY
Jared Richard,emilywells@gmail.com,ENVST-UA
Jacob Walters,jyoung@gmail.com,URB-UY
Scott Davidson,krystalnguyen@avery-gomez.info,FREN-UA
Linda Garza,trussell@hotmail.com,VIP-UY
Richard Tapia,gruiz@gmail.com,IRISH-UA
Cesar Maxwell,jsavage@dickerson.com,FREN-UA
John Nguyen,karl88@carr-lowe.com,ROB-UY
Julia Tran,vcarroll@gmail.com,HEL-UA
Judy Velasquez,rodgerskyle@gmail.com,MATH-UA
Joseph Pearson,wmorrison@medina.com,BSPA-UB
Brian Ortega,jacksonvictoria@browning.net,ROB-UY
Laura Gibson,hessmanuel@yahoo.com,ENVST-UA
Lauren Adams,zmartinez@hotmail.com,URB-UY
Lisa Yang,bwest@yahoo.com,CORE-UA
Gwendolyn Strickland,fgardner@hotmail.com,BSPA-UB
Sheila Jackson,walkermatthew@salazar.org,EC-UY
Christian Burns,rachelreilly@hotmail.com,HU-UY
Cameron Shaffer,rodriguezkimberly@yahoo.com,AN-UY
Jo Johnson,rkoch@hotmail.com,EXPOS-UA
James White,katrinashaw@yahoo.com,ARTH-UA
Heather Oliver,david29@yahoo.com,SCA-UA
Zachary Morales,bradley18@graham.org,NODEP-UA
Jerry Torres,brandonmccullough@campbell-meza.com,DS-UA
Ryan Johnson,hessmolly@thomas.com,ME-UY
William Merritt,lindsaygreene@hotmail.com,PS-UY
Jessica Mcdaniel,rowetonya@jones-duke.com,HU-UY
Mrs. Angelica Francis,jeffreyestrada@gmail.com,CAMS-UA
Daniel Garcia,bautistalinda@hotmail.com,EC-UY
Wesley Lynch,madisonhall@gmail.com,JOUR-UA
Daniel Holmes,wrightjenna@hotmail.com,LA-UY
Jon Dougherty,whiteheadlogan@gmail.com,MUSIC-UA
Juan Carter,perezrobert@jones.com,EC-UY
Amy Davis,uwhite@faulkner.com,MULT-UB
David Mcintosh,mreyes@ramirez-sandoval.com,PH-UY
Lauren Greer,oconnorjulie@chen-thompson.net,LATC-UA
Todd Martinez,butlerjohn@hotmail.com,PL-UY
John Hanson,michaeledwards@koch.com,MULT-UB
Elizabeth Whitaker,sarah84@nguyen.com,FREN-UA
Ms. Brandy Smith,brianwaller@stanley-mueller.com,BIOL-UA
Donna Kim,rothjason@yahoo.com,CFI-UA
Martin Foster,mooreandrew@wallace.biz,ITAL-UA
Thomas Hampton,susanlopez@hotmail.com,HBRJD-UA
Crystal Nelson,jonathankrause@hotmail.com,ROB-UY
Jimmy Cunningham,reedbrian@hotmail.com,CORE-UA
Ashley Sanders,theresanewton@hotmail.com,AH-UY
Brian Munoz,martinlaura@gmail.com,DRLIT-UA
Miguel Taylor,jhuffman@evans.com,ECON-UA
Catherine Kelly,jeremiah12@gmail.com,ME-UY
Corey Russell,rrobles@franklin.biz,LATC-UA
Shirley Adkins,hannah09@gmail.com,PS-UY
Christopher Wade,lindacamacho@ashley-murray.org,SOC-UA
Mr. Patrick Pineda,josephsmith@yahoo.com,TCS-UY
Andre Herman,shannoncurry@gmail.com,TCS-UY
Dr. Christian Perez DDS,nathanielgreen@mendoza.com,SOIM-UB
Michael Johnson,clarkmelissa@fuentes.com,GS-UY
Kenneth Huang,blanchardjoseph@gmail.com,GLBL-UA
Ryan Mosley,lori82@jensen.com,CHEM-UA
Timothy Perry,evanjones@gmail.com,HBRJD-UA
Adam Rose,stephanie18@gmail.com,INTRL-UA
Richard Tanner,thomas52@gmail.com,ACCT-UB
Matthew Marshall,courtney65@yahoo.com,LS-UY
Courtney Conway,robertwiggins@yahoo.com,STS-UY
Peggy Le,madeline11@campbell-hancock.com,CSCI-UA
Kevin Stephens,theresa47@key-simmons.com,SCA-UA
Jason Mccoy,emilytate@yahoo.com,IRISH-UA
Megan Brown,jonesjennifer@ford.com,ANTH-UA
Kristin Tate,brownjill@yahoo.com,CAM-UY
Christopher Miller,andersonroger@hotmail.com,MGMT-UB
Allen Jacobson,emilybrown@hotmail.com,CM-UY
Jane Ramirez,angelalarson@gmail.com,LS-UY
Christina Robinson,petersallison@shea-garrison.org,MGMT-UB
Taylor Kramer,blankenshiptracy@lawson.com,PH-UY
Elizabeth Anderson,patrick89@graham.net,PORT-UA
Valerie Wood,tanderson@hotmail.com,BTEP-UB
Alice Smith,lindseydunn@hotmail.com,FL-UY
Christopher Phillips,harveycindy@gmail.com,BSPA-UB
Theresa Ward,matthewneal@hotmail.com,ACCT-UB
James Cruz,angel89@bennett.com,CBE-UY
Rodney Garcia,noah19@hotmail.com,CP-UY
Wendy Cook,mjohnson@leonard.com,LATC-UA
Gary Gallegos,xknight@clark.org,HEL-UA
Kevin Green,matthew63@gmail.com,CORE-UA
Breanna Becker,knappjoshua@yahoo.com,ENGL-UA
Erika Cole,ariel45@lopez.com,MD-UY
Linda Brown,joseph02@hotmail.com,MEDI-UA
Ashley Anderson,ericnielsen@martinez-salazar.info,BTEP-UB
Kathryn Bender,sydney16@hansen-harris.com,ITAL-UA
Joel Bell,shelia96@walters.info,NODEP-UA
Kimberly White,sandra73@hotmail.com,CBE-UY
Julie Rogers,alex86@smith-white.info,HIST-UA
Elizabeth Ward,patrick41@yahoo.com,LING-UA
Sergio Reed,juliegriffin@hotmail.com,TCS-UY
Brandon Bright,collinskimberly@haynes.net,DM-UY
Ronald Hogan,debrariley@yahoo.com,SOC-UA
Kathryn Cooper,cookshawn@atkins.com,PHP-UY
Cindy Brown,joann40@hurst.info,PHP-UY
William Hernandez,stuartjamie@yahoo.com,EG-UY
Kelly Jackson,emunoz@montgomery.net,CE-UY
John Harper,sgiles@miller.com,MEIS-UA
Casey Griffin,lawsonjay@christensen.com,CAMS-UA
Jason Garrett,brian58@gmail.com,RUSSN-UA
Isaiah Brady,samanthamaynard@hotmail.com,IRISH-UA
Barbara Bowen,emoody@yahoo.com,ACCT-UB
Alicia Higgins,shannon01@pope-henderson.net,CM-UY
Jorge Campbell,jsmith@smith.com,LWSOC-UA
Julia Fritz,tholland@hotmail.com,MATH-UA
Sean Graham,gaymelanie@herrera-lopez.info,URB-UY
Andrea Miller,xbanks@gmail.com,CM-UY
Christopher Stevenson,christian86@rose.info,HEL-UA
Julie Yates,williamjones@allen-ramirez.biz,MEIS-UA
Marcus Thomas,scordova@gmail.com,PHYS-UA
Tyler Pace,hhall@yates.com,ECON-UB
Sarah Davidson,gharvey@hotmail.com,ECE-UY
Thomas Thomas,christophergillespie@davis-williams.com,MGMT-UB
Brandon Nelson,ewhite@jones.com,COLU-UA
Heather David,john44@hotmail.com,PL-UY
Justin Frost,yjohnson@taylor.com,PL-UY
Emily Green,ralph91@hotmail.com,ROB-UY
Daniel Hall,lambertjesus@miller.com,OPMG-UB
Matthew Harris,nwest@yahoo.com,MHUM-UA
Kyle Moore,harrisfrank@miller.org,EXPOS-UA
Andrew Roy,david52@davis.org,COLU-UA
Andrew Barton,ufoster@gmail.com,ITAL-UA
Stacey Miles,phillipstracey@yahoo.com,ARTH-UA
Kaitlin Montgomery,turnermarc@perez.com,MGMT-UB
Maria Mccann,yvonne38@yahoo.com,BTEP-UB
Cory Smith Jr.,iyoung@burton.com,CRWRI-UA
Melinda Peterson,bobbychang@turner-gallagher.com,MD-UY
Joshua Higgins,gamblesally@yahoo.com,LATC-UA
Jillian Lin,benjaminortega@yahoo.com,MG-UY
Brandon Smith,salazarrobert@potts-porter.org,STS-UY
Olivia Nguyen,jameshill@yahoo.com,BMS-UY
Joel Duffy,debra71@smith.biz,ECON-UA
George Quinn,yolanda56@gmail.com,LATC-UA
Dawn Jackson,kmullins@heath-evans.com,GLBL-UA
Renee Vasquez,howardrasmussen@patton-houston.com,POL-UA
Anthony Daniels,mevans@white.com,CP-UY
Peter Rivera,heather52@gmail.com,LWSOC-UA
Brandon Dougherty,katie20@mccall.com,BSPA-UB
Jennifer Stewart,erica53@yahoo.com,CFI-UA
Michael Parker,lisa99@yahoo.com,SOC-UA
Elizabeth Mcintosh,cduke@gmail.com,BIOL-UA
Paul Chang,hannah29@smith.info,GLBL-UA
Cole Nichols,mdavis@wiley.biz,STS-UY
Nicole Rich,betty91@yahoo.com,RSK-UY
Charlene Walter,carrie08@carroll-wilson.org,ECE-UY
Evelyn Andrews,craig91@hotmail.com,PHP-UY
Patrick Bishop,mendezsuzanne@hotmail.com,FIN-UY
Joshua Castro,chawkins@hotmail.com,ANST-UA
Grant Lee,phillipturner@hotmail.com,STAT-UB
Bradley Singleton,martinstark@hotmail.com,CORE-UA
Ethan Levy,martinmichael@gmail.com,PSYCH-UA
Joshua Ross,matthewhall@yahoo.com,ME-UY
Melissa Gray,goodmangina@walker-greene.org,PHP-UY
Christine Norton,alanfrank@gmail.com,CBE-UY
Ryan Taylor,heatherwilliams@hotmail.com,EC-UY
Sarah Maldonado,melissa26@anderson.com,JOUR-UA
Sean Bailey,kristine52@hotmail.com,TECH-UB
Shelley Henry,victorrodriguez@mccarty.com,MGMT-UB
Tiffany David,timothybenton@gmail.com,MD-UY
Eduardo Williams,vaustin@yahoo.com,LWSOC-UA
Nicole Hamilton,myersdouglas@mcdaniel.com,CORE-UA
Johnny Fletcher,kevin73@gmail.com,RSK-UY
Michelle Miller,jfrazier@gmail.com,CHEM-UA
Dwayne Flores,cfox@gmail.com,UGA-UY
Carl Cook,kevinpeters@yahoo.com,IRISH-UA
Christopher Kennedy,ronald39@alvarado-bowen.com,EG-UY
Mr. John Nguyen,staceyperez@powell.com,MGMT-UB
Kenneth Dyer,jerryclark@martinez-jones.com,HI-UY
Jessica Johnson,ereid@gmail.com,ENGL-UA
Andrea Chang,hansenelizabeth@gmail.com,ARTH-UA
Emma Johnson,cooperbrian@gmail.com,ME-UY
Jennifer Cook,anthonycook@yahoo.com,URB-UY
Natalie Garcia,robertstyler@cook-harris.com,TCS-UY
Andrew Livingston,susananderson@ellis-williams.info,MU-UY
James Rivera,hostephanie@hodges.net,EN-UY
Tiffany Villa,leah10@yahoo.com,CORE-UA
Darrell Valencia,dmiles@hayes-mason.com,HBRJD-UA
Teresa Conway,dennis82@hotmail.com,CHEM-UA
Stephanie Moreno,bensonnicholas@gmail.com,FINC-UB
Brenda Mcneil,mary66@gmail.com,ENVST-UA
Andrea Romero,oobrien@king-gonzalez.org,GERM-UA
Rebecca Wilson,aperez@jones-davis.com,DRLIT-UA
Paul Barnes,monique38@gmail.com,SOIM-UB
Kara Woods,prattcynthia@yahoo.com,GERM-UA
Joshua Castaneda,gbarnett@hotmail.com,BTEP-UB
Gina Avila,kennethcase@miller.com,CE-UY
Cindy Reilly,cohenelaine@houston-miller.com,DM-UY
Angelica Martin,nunezjessica@gmail.com,DM-UY
Lisa Miller,noblejessica@hotmail.com,CHEM-UA
Karla Barnes,robert53@hotmail.com,CORE-UA
Shawn Torres,todd80@yahoo.com,SOIM-UB
Justin Gutierrez,jonessarah@garrison.biz,TECH-UB
Marc Dean,odonnellerin@hotmail.com,TECH-UB
Christie Potts,xstrong@jensen.com,BPEP-UB
Jacob Gutierrez,john17@yahoo.com,EC-UY
Melissa Wilson,danielle14@thompson-jackson.com,SPAN-UA
Kelly Shepherd,flynnhelen@may-espinoza.com,CHEM-UA
Christopher Holmes,christopher70@hotmail.com,SOIM-UB
Brandon Wright,kendraanderson@yahoo.com,EG-UY
Charles Lang,craig10@smith-robertson.com,BSPA-UB
Keith Gibson,timothy27@keith.info,PHYS-UA
Michelle Martin,kevinmckee@yahoo.com,AN-UY
Katherine Martinez,michael08@hotmail.com,EC-UY
Adam Butler,andrewcurry@english.com,PS-UY
Isabella Krause,burtonrhonda@palmer.com,ROB-UY
Erik Parker,jefferywest@elliott.com,MHUM-UA
Patrick Pineda,kevin55@harris-harding.biz,CSCI-UA
Justin Robinson,alyssarobinson@miller-gallagher.com,TECH-UB
Janice Lee DVM,lindseymiller@davidson-shaw.com,MG-UY
Angelica Hill,milleralicia@hotmail.com,ECON-UA
Wendy Andersen,jwatkins@hotmail.com,MULT-UB
Kimberly Garcia,castrojoshua@hotmail.com,EC-UY
Anna Warner,loconnor@perry.com,CHEM-UA
Elizabeth Simpson,william85@hotmail.com,POL-UA
Lawrence Long,ryankelly@francis.com,MEDI-UA
Mr. Daniel Scott,hschmidt@monroe.com,CLASS-UA
Timothy Thompson,qhorton@mccall-rice.org,ME-UY
Jordan Webb,melissa25@yahoo.com,BIOL-UA
Cody Paul MD,whiterichard@hotmail.com,GERM-UA
David Robles,robertsonkenneth@collins-smith.com,CHEM-UA
Jeffrey Thornton,eriktaylor@owens.org,URB-UY
Miss Ashley Robinson,fbecker@watkins-martinez.com,MEDI-UA
David Preston,awelch@rodriguez-henry.info,MU-UY
Sarah Dawson DDS,lisabarnes@ortega-walsh.info,COLU-UA
Kaitlyn Cooley,paul13@wells.com,AN-UY
Sean Myers,gowens@hotmail.com,STS-UY
Brian Jarvis,cturner@yahoo.com,CLASS-UA
Daniel Moore,martinguy@hotmail.com,MEDI-UA
Deanna Clements,jjackson@larson.org,COLIT-UA
Mary Martinez,obrientimothy@yahoo.com,FYSEM-UA
Ray Martinez,leelynn@robertson.com,EURO-UA
Dr. Darius Patterson,xgomez@ray.com,ME-UY
Joshua Rogers,hughesrichard@pennington-mcclain.com,FYSEM-UA
Diana Campbell,rsimmons@combs-davis.info,ENGL-UA
Gail George,johnsonnancy@hotmail.com,NODEP-UA
Jason Johnson,hallcarla@yahoo.com,MG-UY
Jennifer Mcdonald,deborahwilliams@roberts.com,PSYCH-UA
Kelly Hall,alexanderschwartz@williams.biz,JOUR-UA
Frances Moore,ljohnson@ferguson-sloan.org,STS-UY
Tammy Cunningham,daniel18@gmail.com,PS-UY
Andrea Mcneil,joliver@thomas-matthews.info,CFI-UA
William Henderson,npatton@thompson.com,LATC-UA
William Ryan,suarezvanessa@nash.com,VIP-UY
Tonya Freeman,matthewwalker@yahoo.com,MU-UY
Christopher Beard,greerrussell@hotmail.com,MG-UY
Brian Young,patkinson@yahoo.com,DM-UY
William Turner,vadams@ortega.biz,EXPOS-UA
Deborah Martin,pterry@newman.org,LING-UA
Timothy Mendoza,mwhite@lyons.info,CAM-UY
Carol Jones,stephanie34@gmail.com,ENGL-UA
Mario Garrison,melanielopez@myers.com,EC-UY
Brandi Wong,aanderson@ward.com,COLIT-UA
Brittany Hernandez,kwilson@yahoo.com,TCS-UY
Kimberly Sanford,omartin@yahoo.com,ECE-UY
Bradley Peterson,nathanielwatson@moore.net,CP-UY
Sarah Gonzalez,rwade@hotmail.com,HEL-UA
Benjamin Gillespie,ivan51@hotmail.com,MEDI-UA
Craig Obrien,georgehunt@frey.com,CM-UY
Ashley Carter,imitchell@yahoo.com,AE-UY
Jessica Thompson,jesse30@hotmail.com,AE-UY
Justin Quinn MD,louismcintyre@davies-waters.com,HBRJD-UA
Jane Mills DVM,jlarson@hotmail.com,DRLIT-UA
Kenneth Henry,vincenthawkins@hotmail.com,MEDI-UA
Joseph Rodriguez,gtaylor@green-kim.net,CE-UY
Fernando Buckley,carolyn31@hotmail.com,FIN-UY
John Myers,kevinstrickland@hotmail.com,HBRJD-UA
William Reyes,glendamadden@harris.net,TCS-UY
Gloria Miller DDS,bryangardner@norton.com,ECON-UB
Emily Guerrero,brockmark@johnson.com,HU-UY
Jason Edwards,mpennington@flores.com,PS-UY
Nicole Weber,elizabethhill@yahoo.com,NEURL-UA
Paul Walls,ronald81@hotmail.com,CORE-UA
Keith Walker,mevans@gmail.com,EXPOS-UA
Jennifer Barker,rosslucas@gmail.com,MATH-UA
Todd Weiss,david30@reyes.biz,MU-UY
Ricky Lowe,marilyn07@powers.com,EURO-UA
Shannon Rodriguez,kathy33@clark-huber.com,EN-UY
Michael Rivera,cbell@gmail.com,MU-UY
Ryan Williams,daniel40@yahoo.com,EXPOS-UA
Kevin Drake,pgiles@johnson.net,MGMT-UB
Thomas Ramirez Jr.,ggarcia@gmail.com,NEURL-UA
Joseph Clark,robertsexton@yahoo.com,HEL-UA
Hannah Becker,brandon88@yahoo.com,COLU-UA
Danny Davis,bushrandy@gmail.com,PSYCH-UA
Joseph Lee,charlene95@gmail.com,TECH-UB
Amanda Booth,bradfordsarah@jones.com,MUSIC-UA
Benjamin Gonzalez,derek47@gmail.com,UGA-UY
Christopher Nelson,tyler92@yahoo.com,SEG-UY
Stephen Nelson,zhuff@yahoo.com,FL-UY
Lisa Murray,fvega@yahoo.com,URB-UY
Mary James,stephentaylor@bean.com,ACCT-UB
Julia Ramos,johnsonsamuel@yahoo.com,CBE-UY
Jeremy Vasquez,lisa68@yahoo.com,INTRL-UA
Steven Wallace,beckerandrew@garner.com,NODEP-UA
Jermaine Miller,amanda89@wood.com,CHEM-UA
Shannon Robinson,colemanshelley@gmail.com,CORE-UA
Daryl Smith,toddmurray@benson.com,DM-UY
Jennifer Roberts,jacob26@yahoo.com,JOUR-UA
Elizabeth Jackson DVM,lwatson@gmail.com,PHYS-UA
Deborah Fisher,xgonzalez@vazquez.com,PHIL-UA
Stephen Sherman,susan86@jacobson.com,PS-UY
Cynthia Lucas,aolsen@yahoo.com,DRLIT-UA
Michael Peterson,williamsedwin@lucero.com,URB-UY
Lauren Anderson,ellenrichards@yahoo.com,COLU-UA
Hannah Robles,albertrodriguez@barnes.com,INTRL-UA
Briana Lee,nancylewis@hotmail.com,URB-UY
Robert Rogers,marcusle@hotmail.com,MEIS-UA
Mr. Willie Padilla,aaron15@yahoo.com,FYSEM-UA
Daniel Bailey,fedwards@yahoo.com,EAST-UA
Jesse Jacobs,joseph76@banks.com,RSK-UY
Melissa Erickson,gandersen@gmail.com,VIP-UY
Nancy Noble,hilltimothy@moore-cameron.com,FYSEM-UA
Miranda Nelson,juliearroyo@gmail.com,EURO-UA
Kristen Lawson,alvaradowilliam@hotmail.com,CE-UY
Kathy Mays,mason00@grimes.com,ENGL-UA
Theresa Jackson,chenkarina@gmail.com,MULT-UB
Theresa Lloyd,campbellmelissa@smith.com,CFI-UA
Andrew Harris,dlopez@hotmail.com,RUSSN-UA
Kimberly Nelson,taylormccoy@perez-garcia.info,URB-UY
Elizabeth Smith,autumn42@hotmail.com,MEIS-UA
Jessica Wheeler,theresacox@yahoo.com,ANST-UA
Frank Marshall,april31@yahoo.com,RELST-UA
Sara Baker,derrick57@gmail.com,ENVST-UA
Thomas Castillo,heatherbeltran@sanchez-morton.biz,TECH-UB
Tanya Graham,reynoldskimberly@edwards.com,FYSEM-UA
Sabrina Dixon,olivernicolas@gmail.com,ECON-UA
Holly Fisher,davidsonsonia@west.com,IRISH-UA
Jennifer Sullivan,lopezevan@rogers.info,UGA-UY
Valerie Stein,yhurley@wade.net,TCS-UY
Robert Taylor,john18@yahoo.com,HEL-UA
Dawn Garcia,matthew56@gmail.com,FINC-UB
Brooke Gay,paulswanson@hotmail.com,ANTH-UA
Kevin Williams,christine51@yahoo.com,MD-UY
